阿党比周	a'dang'bi'zhou	相互勾结，相互偏袒，结党营私。
文以载道	wen'yi'zai'dao	谓用文章来说明道。道，旧时多指儒家思想。
文圆质方	wen'yuan'zhi'fang	谓外表随和而内心方正。
文章经济	wen'zhang'jing'ji	文章和经世济民之才。
文章巨公	wen'zhang'ju'gong	亦作“文章钜公”。文章大家。
文章钜公	wen'zhang'ju'gong	见“文章巨公”。
文章钜公	wen'zhang'ju'gong	见“文章巨公”。
文章山斗	wen'zhang'shan'dou	谓文章为人所宗仰。语本《新唐书·韩愈传》：“自愈之没，其言大行，学者仰之如泰山北斗云。”
文章宿老	wen'zhang'su'lao	工于文章的老前辈。
文章憎命	wen'zhang'zeng'ming	谓工于为文，而命运多乖。语本唐杜甫《天末怀李白》诗：“文章憎命达，魑魅喜人过。”
文章宗工	wen'zhang'zong'gong	为人所宗的文章高手。
文章宗匠	wen'zhang'zong'jiang	为人宗仰的文章巨匠。
文昭武穆	wen'zhao'wu'mu	古代宗法制度，宗庙位次，始祖庙居中，以下父子递为昭穆，左为昭，右为穆。祭祀时，子孙也按昭穆，左右排列行礼。周文王於周为穆，文王之子武王则为昭，而武王之子成王又为穆。“文昭武穆”原指文王的子孙众多，后则泛称子孙繁衍。
文治武力	wen'zhi'wu'li	以文治国的盛绩与以武禁暴的伟力。
文质彬彬	wen'zhi'bin'bin	亦作“文质斌斌”。①文华质朴配合得宜，既有文彩，又很朴实。②形容人举止文雅有礼貌。
文质斌斌	wen'zhi'bin'bin	见“文质彬彬”。
文子同升	wen'zi'tong'sheng	谓家臣奴仆与主人同居官职。语出《论语·宪问》：“公叔文子之臣大夫僎与文子同升诸公。子闻之，曰：‘可以为文矣。’”
文子文孙	wen'zi'wen'sun	指周文王的子孙。《书·立政》：“继自今，文子文孙其勿误于庶狱庶慎，惟正是乂之。”孔传：“文子文孙，文王之子孙。”一说为守文之子孙。见孙星衍疏。后泛用为称美帝王的子孙。
文宗学府	wen'zong'xue'fu	文章的宗伯，学问的渊府。比喻学问渊博的人。
纹风不动	wen'feng'bu'dong	形容一点兒也不动。
纹丝不动	wen'si'bu'dong	形容一点兒没有动。
纹丝没动	wen'si'mei'dong	见“纹丝不动”。
闻宠若惊	wen'chong'ruo'jing	又作：受宠若惊。
闻风而动	wen'feng'er'dong	一听到消息就立即行动。
闻风而起	wen'feng'er'qi	听到风声即起响应。
闻风而逃	wen'feng'er'tao	听到风声就逃跑。
闻风而兴	wen'feng'er'xing	见“闻风而起”。
闻风而至	wen'feng'er'zhi	一听到消息就来。形容行动迅速。
闻风破胆	wen'feng'po'dan	听到一点风声就吓破了胆。形容对某种力量的极度惶恐。
闻风丧胆	wen'feng'sang'dan	见“闻风破胆”。
闻风响应	wen'feng'xiang'ying	听到风声就起而赞同支持。
闻风远遁	wen'feng'yuan'dun	听到风声就逃之夭夭。
闻风远扬	wen'feng'yuan'yang	见“闻风远遁”。
闻过则喜	wen'guo'ze'xi	听到别人指出自己的过失就高兴。谓虚心接受意见。语本《孟子·公孙丑上》：“子路，人告之以有过则喜。”
闻鸡起舞	wen'ji'qi'wu	《晋书·祖逖传》：“（祖逖）与司空刘琨俱为司州主簿，情好绸缪，共被同寝。中夜闻荒鸡鸣，蹴琨觉曰：‘此非恶声也。’因起舞。”后以“闻鸡起舞”为志士仁人及时奋发之典。
闻名丧胆	wen'ming'sang'dan	听见名字就吓破了胆。形容威名很大，使人听到即甚为恐惧。
闻声相思	wen'sheng'xiang'si	听到名声而思慕。
闻所不闻	wen'suo'bu'wen	听到从未听到过的。形容事物非常希罕。
闻所未闻	wen'suo'wei'wen	见“闻所不闻”。
闻噎废食	wen'ye'fei'shi	听到有人吃饭噎了一下，自己就连饭也不吃了。比喻因为怕出问题，索性不干。
闻一知二	wen'yi'zhi'er	语出《论语·公冶长》，本与闻一知十对比，谓听到一事只能推及两事。后多用以形容聪明而善类推。
闻一知十	wen'yi'zhi'shi	听到一件事，可以推知十件事。多用以形容聪明而善于类推。
蚊虻负山	wen'meng'fu'shan	比喻力弱者担重任，难以信任。语本《庄子·应帝王》：“其於治天下也，犹涉海凿河，而使蚉负山也。”
蚊思负山	wen'si'fu'shan	比喻力量虽微却愿担起重任。
蚊湽耳	wen'zi'er	喻倏然已过，不足挂怀。
稳操胜券	wen'cao'sheng'quan	比喻有充分的胜利把握。
稳操左券	wen'cao'zuo'quan	古代契约分为左右两联，双方当事人各执一联；左券就是左联，常用为索偿的凭证。比喻有充分的把握。
稳打稳扎	wen'da'wen'za	同“稳扎稳打”。
稳如泰山	wen'ru'tai'shan	形容地位极为牢固。
稳扎稳打	wen'za'wen'da	①稳当而有把握地打仗。扎，扎营。②比喻做事稳当而有把握。
问安视寝	wen'an'shi'qin	见“问安视膳”。
问安视膳	wen'an'shi'shan	《礼记·文王世子》：“文王之为世子，朝於王季日三。鸡初鸣而衣服，至於寝门外，问内竖之御者曰：‘今日安否何如？’内竖曰：‘安。’文王乃喜。乃日中又至，亦如之；及莫又至，亦如之。其有不安节，则内竖以告文王。文王色忧，行不能正履，王季复膳，然后亦复初。食上，必在视寒暖之节；食下，问所膳。”后因以“问安视膳”为兒子侍奉父母的礼法，即每日必问安，每食必在侧。
问长问短	wen'chang'wen'duan	问这问那。多形容关切。
问道于盲	wen'dao'yu'mang	见“问道於盲”。
问道於盲	wen'dao'yu'mang	向瞎子问路。比喻求教于一无所知者，没有助益。语本唐韩愈《答陈生书》：“足下求速化之术，不於其人，乃以访愈，是所谓借听於聋，求道於盲。”《答陈生书》：“足下求速化之术，不於其人，乃以访愈，是所谓借听於聋，求道於盲。”
问官答花	wen'guan'da'hua	谓答非所问。
问寒问暖	wen'han'wen'nuan	形容关怀体贴备至。
问柳评花	wen'liu'ping'hua	比喻狎妓。
问柳寻花	wen'liu'xun'hua	①玩赏春景。②后人以“花”、“柳”比喻妓女，故以“问柳寻花”谓狎妓。
问寝视膳	wen'qin'shi'shan	见“问安视膳”。
问舍求田	wen'she'qiu'tian	置屋买田。多形容只求个人小利，没有远大志向。语本《三国志·魏志·陈登传》：“备曰：‘君有国士之名，今天下大乱，帝主失所，望君忧国忘家，有救世之意，而君求田问舍，言无可采，是元龙所讳也，何缘当与君语。’”
问十道百	wen'shi'dao'bai	又作：问一答十。
问天买卦	wen'tian'mai'gua	求问上天以卜吉凶。
问心无愧	wen'xin'wu'kui	扪心自问，毫无惭愧。
问羊知马	wen'yang'zhi'ma	《汉书·赵广汉传》：“钩距者，设欲知马贾，则先问狗，已问羊，又问牛，然后及马，参伍其贾，以类相准，则知马之贵贱不失实矣。”后以“问羊知马”谓从旁推究，得以明白事情真相。
问一答十	wen'yi'da'shi	形容所知甚多或口齿伶俐。
问诸水滨	wen'zhu'shui'bin	比喻不承担责任或两者不相涉。语出《左传·僖公四年》：“齐侯以诸侯之师侵蔡。蔡溃，遂伐楚。楚子使与师言曰：‘君处北海，寡人处南海，唯是风马牛不相及也，不虞君之涉吾地也，何故？’管仲对曰：‘……尔贡苞茅不入，王祭不共，无以缩酒，寡人是徵。昭王南征而不复，寡人是问。’对曰：‘贡之不入，寡君之罪也，敢不共给？昭王之不复，君其问诸水滨！’”
问罪之师	wen'zui'zhi'shi	①讨伐犯罪者的军队。②比喻前来责问的人。
汶阳田反	wen'yang'tian'fan	比喻失而复返。
甕尽杯乾	weng'jin'bei'qian	比喻钱物用尽，囊空如洗。
甕里醯鸡	weng'li'xi'ji	酒甕中生的一种小虫。《庄子·田子方》：“孔子出，以告颜回曰：‘丘之於道也，其犹醯鸡与！微夫子之发吾覆也，吾不知天地之大全也。’”郭象注：“醯鸡者甕中之蠛蠓。”后以“甕里醯鸡”喻见识浅陋的人。
甕声甕气	weng'sheng'weng'qi	形容声音粗大低沉。
甕天蠡海	weng'tian'li'hai	自甕窥天，以瓢测海。喻识见短浅。
甕牖桑枢	weng'you'sang'shu	见“甕牖绳枢”。
甕牖绳枢	weng'you'sheng'shu	用破甕口作窗户，用绳子缚着门枢。指房屋简陋，家境贫穷。
甕中之鳖	weng'zhong'zhi'bie	比喻已在掌握之中、无法脱逃之物。
甕中捉鳖	weng'zhong'zhuo'bie	喻举手可得，确有把握。
窝火憋气	wo'huo'bie'qi	把屈辱或恼怒强压在心底，不敢或不能发泄。
窝停主人	wo'ting'zhu'ren	藏匿盗匪、赃物的人或人家。
蜗角斗争	wo'jiao'dou'zheng	《庄子·则阳》：“有国於蜗之左角者曰触氏，有国於蜗之右角者曰蛮氏，时相与争地而战，伏尸数万，逐北旬有五日而后反。”后以“蜗角斗争”比喻因细事而引起争斗。
蜗角蚊睫	wo'jiao'wen'jie	蜗牛的角，蚊子的眼睫毛。形容极为狭小的境地。
蜗角虚名	wo'jiao'xu'ming	指微不足道的空名。
蜗角之争	wo'jiao'zhi'zheng	同“蜗角斗争”。
蜗名蝇利	wo'ming'ying'li	蜗牛角样的细名，苍蝇头般的小利。比喻微不足道的虚名小利。
我黼子佩	wo'fu'zi'pei	谓夫妻同享荣华。
我负子戴	wo'fu'zi'dai	谓夫妻同安于贫贱。详“我黼子佩”。
我见犹怜	wo'jian'you'lian	《世说新语·贤媛》“桓宣武平蜀，以李势妹为妾”刘孝标注引南朝宋虞通之《妒记》：“温平蜀，以李势女为妾。郡主凶妒，不即知之，后知，乃拔刃往李所，因欲斫之。见李在窗梳头，姿貌端丽，徐徐结发，敛手向主，神色闲正，辞甚凄惋。主於是掷刀，前抱之：‘阿子，我见汝亦怜，何况老奴。’遂善之。”后因以“我见犹怜”为形容美妇之词。
我行我素	wo'xing'wo'su	又作：自行其是。不管别人怎么说，还是按照自己平素的一套去做。语出《礼记·中庸》：“君子素其位而行，不原乎其外。素富贵行乎富贵，素贫贱行乎贫贱，素夷狄行乎夷狄，素患难行乎患难，君子无入而不自得焉。”
我醉欲眠	wo'zui'yu'mian	晋陶潜直率旷放，喜喝酒，朋友至，即取酒共饮，如己先醉，则谓客曰：“我醉欲眠，卿可去！”见《晋书·陶潜传》。后用为旷放直率的典实。
捰袖揎拳	wo'xiu'xuan'quan	同“揎拳捋袖”。
卧冰求鲤	wo'bing'qiu'li	晋干宝《搜神记》卷十一：“扞王祥呴母常欲生鱼，时天寒冰冻，祥解衣，将剖冰求之，冰忽自解，双鲤跃出。”事亦见《晋书·王祥传》。又记王延为继母叩凌求鱼，楚僚为继母卧冰求鱼，故事略同。后遂以“卧冰求鲤”为孝亲的典实。亦省作“卧冰”。
卧不安席	wo'bu'an'xi	睡不安宁。形容心事重重。
卧不安枕	wo'bu'an'zhen	见“卧不安席”。
卧榻岂容酣睡	wo'ta'qi'rong'han'shui	】	见“卧榻之侧，岂容鼾睡”。
卧榻之侧，岂容酣睡	wo'ta'zhi'ce'-'qi'rong'han'shui	容酣睡】	见“卧榻之侧，岂容鼾睡”。
卧榻之侧，岂容鼾睡	wo'ta'zhi'ce'-'qi'rong'han'shui	容鼾睡】	《类说》卷五三引宋杨亿《谈苑》：“开宝中王师围金陵，李后主遣徐铉入朝，对於便殿，恳述江南事大之礼甚恭，徒以被病，未任朝谒，非敢拒诏。太祖曰：‘不须多言，江南有何罪，但天下一家，卧榻之侧，岂可许他人鼾睡。’”后因用以为典，常喻自己的势力范围或利益不容别人侵占。鼾，也写作“酣”。
卧榻之侧	wo'ta'zhi'ce	床铺旁边。比喻距离很近或在自己的管辖范围之内。
卧榻之旁，岂容他人鼾睡	wo'ta'zhi'pang'-'qi'rong'ta'ren'han'shui	容他人鼾睡】	同“卧榻之侧，岂容鼾睡”。
卧榻之下，岂容他人酣睡	wo'ta'zhi'xia'-'qi'rong'ta'ren'han'shui	容他人酣睡】	同“卧榻之侧，岂容鼾睡”。
卧薪尝胆	wo'xin'chang'dan	春秋时，越王勾践战败，为吴所执，既放还，欲报吴仇，苦身焦思，置胆于坐，饮食尝之，欲以不忘会稽败辱之耻。见《史记·越王勾践世家》、汉赵晔《吴越春秋·勾践归国外传》。卧薪事不知所出。后用为刻苦自励，发愤图强，不敢安逸之典。
握发吐哺	wo'fa'tu'bu	《韩诗外传》卷三：“成王封伯禽於鲁，周公诫之曰：‘往矣！子其无以鲁国骄士。吾文王之子，武王之弟，成王之叔父也，又相天下，吾於天下亦不轻矣，然一沐三握发，一饭三吐哺，犹恐失天下之士。’”《史记·鲁周公世家》亦记此事。后因以“握发吐哺”比喻为国家礼贤下士，殷切求才。
握发吐飧	wo'fa'tu'sun	见“握发吐哺”。
握风捕影	wo'feng'bu'ying	又作：捕风捉影。
握沐吐飱	wo'mu'tu'sun	又作：握发吐哺。
握铅抱椠	wo'qian'bao'qian	语本《西京杂记》卷三：“扬子云好事，常怀铅提椠，从诸计吏，访殊方绝域四方之语。”铅，铅粉；椠，木简。皆书写用具。后遂以“握铅抱椠”为勤于写作、校勘的典故。
握拳透掌	wo'quan'tou'zhang	见“握拳透爪”。
握拳透爪	wo'quan'tou'zhao	《晋书·卞壸传》：“卞壸拒苏峻，父子战死。其后盗发壸墓，尸僵，鬓发苍白，面如生，两手悉拳，爪甲穿达手背。”后以“握拳透爪”形容愤怒到极点。
握蛇骑虎	wo'she'qi'hu	北魏高祖崩于行宫，彭城王元勰等为防不测，密不讣闻，诏徵世宗会驾。灵柩至鲁阳，乃发丧行服。时咸阳王禧疑勰有异谋，停在鲁阳郡外，久之乃入。谓勰曰：“汝非但辛勤，亦危险至极。”元勰恨之，曰：“兄识高年长，故知有夷险；彦和（元勰的字）握蛇骑虎，不觉艰难。”见《魏书·彭城王勰传》。后以“握蛇骑虎”喻身处险境。
握手言欢	wo'shou'yan'huan	握手谈笑。形容亲热友好。语出《后汉书·李通传》：“及相见，共语移日，握手极欢。”
握素怀铅	wo'su'huai'qian	又作：握铅抱椠。
握素披黄	wo'su'pi'huang	又作：握铅抱椠。素，白绢，古代用以书写。黄，雌黄，古代用以校点书籍。
握粟出卜	wo'su'chu'bu	《诗·小雅·小宛》：“握粟出卜，是何能穀。”郑玄笺：“但持粟行卜，求其胜负。”后用以指祈求神明护佑，去凶赐吉。
握炭流汤	wo'tan'liu'tang	握炽炭，蹈沸汤。喻不畏危难，敢于用命。
握雾拏云	wo'wu'na'yun	驾驭云雾。意谓善于掌握戎机。
握瑜怀瑾	wo'yu'huai'jin	喻具有高尚的品德和卓越的才能。语本《楚辞·九章·怀沙》：“怀瑾握瑜兮，穷不知所示。”王逸注：“言已怀持美玉之德。”
握雨携云	wo'yu'xie'yun	战国楚宋玉《高唐赋》：“昔者先王尝游高唐，怠而昼寝，梦见一妇人，曰：‘妾巫山之女也，为高唐之客。闻君游高唐，原荐枕席。’王因幸之。去而辞曰：‘妾在巫山之阳，高丘之阻，旦为朝云，暮为行雨，朝朝暮暮，阳台之下。’”后以“握雨携云”指男女欢合。
握云拿雾	wo'yun'na'wu	见“握雾拏云”。
乌白马角	wu'bai'ma'jiao	“乌头白马生角”的略语。
乌踆兔走	wu'qun'tu'zou	指日月运行。兔，传说中的月中玉兔。借指月亮。
乌飞兔走	wu'fei'tu'zou	谓光阴流逝。乌，指日。兔，指月。
乌合之众	wu'he'zhi'zhong	形容一时聚集，无组织纪律的一群人。
乌集之交	wu'ji'zhi'jiao	指以利聚合，不以诚相待的交情。
乌集之众	wu'ji'zhi'zhong	又作：乌合之众。
乌帽红裙	wu'mao'hong'qun	泛指男女。
乌鸟私情	wu'niao'si'qing	谓乌鸟反哺之私情。比喻人子的孝思。
乌七八糟	wu'qi'ba'zao	①十分杂乱、肮脏。②用于形容可鄙可憎的人或事。v
乌天黑地	wu'tian'hei'di	又作：昏天黑地。比喻社会黑暗。
乌头马角	wu'tou'ma'jiao	同“乌白马角”。
乌烟瘴气	wu'yan'zhang'qi	亦作“乌烟瘴气”。比喻环境嘈杂、秩序混乱、邪气充斥或社会黑暗。
